[00:12] Hello 大家好,我是小骏
[00:14] 今天这期节目我们来到了美国纽约
[384:47] 至少十次二十次了
[384:49] 但每次都有新的收获
[384:51] 每次我都会觉得
[384:53] 好像我更加understand
[384:55] 他到底是什么意思
[384:57] 然后这件事情的
[384:59] 这个更多的understanding
[385:00] 不是因为我看了十次二十次
[385:03] 同样的内容
[385:04] 得到了这个心脏的standing
[385:06] 而是因为
[385:07] 我自己在做我自己想做的事情
[385:10] 然后我能找到
[385:13] 我在看他talk的时候
[385:15] 每次都会去做这种翻译工作
[385:17] 跟联想工作
[385:18] 我会发现
[385:19] 原来他说的这件事情
[385:20] 在我现在的认知体系下
[385:23] 是可以这样解释的
[385:25] 他跟甚至现在的
[385:28] large model的范式
[385:30] 多模态的范式
[385:31] 一点都不冲突
[385:33] 所有东西
[385:34] 样说的话
[385:36] 都可以被很清晰的map到
[385:39] 我们现在在做的具体的事情上
[385:41] 并且指导我们
[385:43] 可以走出也许某种local optimal
[385:46] 然后也许可以通向一个不一样的未来
[385:50] 所以他变成了一个inspiration
[385:53] 对吧
[385:54] 他不只是knowledge
[385:55] 他是一个inspiration
[385:56] 对
[385:57] 所以这件事情我觉得也很奇妙
[386:00] 我们刚才聊了很多世界模型
[386:03] 你对这个真实世界的世界模型
[386:05] 有什么新的思考吗
[386:07] 在过去一两年
[386:09] 我觉得就是说这件事情
[386:11] 一定要超出这种researcher的局限
[386:15] 一定要走到真实的生活里面去
[386:18] 然后要了解到
[386:19] 这个真实世界发生的事情
[386:21] 但是我觉得纽约很不一样
[386:23] 每天我上班
[386:26] 首先不用开车
[386:28] 所以已经开始进入到
[386:30] 从一个铠甲脱离出来
[386:33] 进入到真实生活
[386:34] 开始步行
[386:37] 这件事情我觉得也有很多很奇妙的这种反应
[386:40] 比如说每天有时候其实还是压力蛮大的
[386:44] 有时候遇到一些事情还是蛮沮丧
[386:47] 但每当我穿过
[386:49] 从我家到我学校办公室
[386:51] 会有一个公园叫Washington Square Park
[386:53] 华盛顿公园
[386:55] 然后里面形形色色的人
[386:58] 什么人都有
[387:00] 大家都在过自己的生活
[387:02] 有弹钢琴的艺人
[387:04] 有跳舞的
[387:07] 有推着婴儿车的妈妈们
[387:11] 有下象棋的老大爷
[387:14] 然后有坐在台阶上
[387:17] 什么也不做发呆的年轻人
[387:19] 也有拿着电脑学习的NIO的学生
[387:23] 然后我觉得我每天
[387:25] 最解压的时光就是
[387:27] 这大概5到10分钟的路
[387:30] 我发现这个世界比我们想象的大得多
[387:34] 不是所有人都关心什么叫做AI
[387:37] 他们可能不care这件事情
[387:40] 然后他们有自己的生活
[387:42] 这个世界很大
[387:43] 但另外一方面
[387:45] 也许AI在未来某一天
[387:47] 确实会影响到他们的生活
[387:49] 那我们到底应该做什么
[387:51] 我们作为一个researcher
[387:53] 有没有某种社会责任
[387:55] 当然这个可能说的有点远了
[387:58] 但我只是觉得
[388:00] 多跟人接触
[388:01] 多跟生活在这个世界里面的人接触
[388:04] 让我对什么是AI
[388:07] 应该怎么样去做下一代的AI
[388:11] 会有一些新的认识
[388:13] 于是这件事情
[388:15] 正是伊丽娅当初给我打电话的时候
[388:17] 她想要跟我聊的东西
[388:19] 但我那时候还没有这些感悟
[388:25] 有了什么新的爱好
[388:27] 新的爱好
[388:28] 在纽约吗
[388:29] 对
[388:31] 没有什么新的爱好
[388:32] 我觉得
[388:34] 我觉得滑雪算一个吧
[388:37] 现在大部分时候
[388:39] 可能还真的是没有时间
[388:41] 但是在纽约的好处是
[388:44] 你知道你出门之后
[388:47] 就能够去找到一个新的爱好
[388:50] 这件事情本身
[388:51] 对我来说已经足够开心
[388:54] 不管我也没有时间真的走出门去
[388:56] 然后做这件事情
[388:58] 然后有这样一个机会在这
[389:01] 我觉得还是蛮不一样
[389:02] 跟完全也很不一样
[389:04] 能不能分享一下
[389:06] 除了工作以外
[389:07] 你有什么喜欢的音乐
[389:08] 喜欢的书电影
[389:09] 喜欢的游戏
[389:11] 现在
[389:14] 这件事情还蛮难想的
[389:17] 一时半会
[389:18] 我觉得还是通过AI来讲吧
[389:20] 我觉得最近看了什么东西
[389:22] 我想想
[389:25] 我还挺爱看电视剧的
[389:27] 所以可以推荐一些电视剧
[389:29] 给大家看一看
[389:33] 有个电视剧叫POI
[389:35] 也是一个很老的剧
[389:36] Personal Interest
[389:38] 很多年前看
[389:40] 在那个里面大家讨论了
[389:42] 什么是一个super intelligence
[389:44] 你有一个好的super intelligence
[389:46] 和一个坏的super intelligence
[389:48] 它们之间的竞争
[389:50] 跟对人类社会的威胁
[389:53] 然后我觉得这件事情
[389:55] 我就不剧透了
[389:56] 但是还是挺多模态的
[389:58] 而且这件事情有可能
[390:00] 我觉得有一定的预言性
[390:02] 我觉得还挺神奇的
[390:04] 对
[390:05] 本质上它就是怎么样
[390:06] 从一个在一个核子里面的
[390:08] 语言模型
[390:09] 或者说一个可以写代码的
[390:11] 这样一个agent
[390:12] 一步一步跳脱出来
[390:14] 变成一个多模态模型的一个过程
[390:16] 我觉得大家可以看一看
[390:18] 然后到后面当然还有
[390:20] 我很喜欢的比如说
[390:22] 像万神殿
[390:23] 这也是一个
[390:24] 我觉得是一个某种AI的预言
[390:26] 对它是一个动画
[390:27] 它的作者是刘宇坤
[390:29] 他也是我的老乡
[390:30] 然后但他也是一个
[390:33] 当过什么律师
[390:35] 当过马农
[390:36] 然后最后变成了一个
[390:38] 小说家的这么一个人
[390:40] 非常厉害
[390:41] 我非常敬佩他
[390:42] 然后他的书我也很爱看
[390:44] 对
[390:45] 然后
[390:46] 但这部剧
[390:47] 之前也被Sam Altman推荐过
[390:49] 所以很多人也都看了
[390:51] 然后还有
[390:52] 最近当然就是很火的
[390:54] 同乐者叫做
[390:56] 我觉得这件事情也是一个AI的预言
[390:59] 现在有一点麻烦的事情在于
[391:01] 这些流行文化
[391:03] 被AI渗透的太多
[391:04] 导致所有事情好像都跟AI有关系
[391:07] 有点受不了
[391:08] 但是作为一个
[391:11] 可能只是因为我是一个AI从业者
[391:13] 所以有时候会有不一样的感觉
[391:17] 但我觉得其实这些事情还是蛮有启发性的
[391:20] 包括我之前说的这些科幻小说
[391:23] 包括这些老的电影
[391:25] 我觉得他们可能都是某种现实的预言
[391:30] 但通常来讲这些影视作品
[391:35] 都没有去指向
[391:36] 到一个很光明的未来
[391:39] 通常来讲结局都是挺惨淡的
[391:42] 最近还看一个电影
[391:44] 好像叫No Other Choice
[391:47] 可能翻译过来叫别无选择吧
[391:49] 朴瓒玉的一个电影
[391:51] 然后
[391:53] 他讲的也是AI对人的异化
[391:55] 他全篇这个电影
[391:56] 没有讲任何关于AI的任何事情
[391:58] 直到最后
[391:59] 但通篇都在讲
[392:00] 因为AI的到来
[392:02] 人到底发生了什么样的变化
[392:04] 人的心态
[392:05] 人与人之间的关系
[392:06] 到底发生了什么样的变化
[392:08] 我觉得这些事情也很有借鉴意义
[392:11] 对
[392:12] 然后说到电影
[392:13] 最后说一句就是
[392:14] 欢迎大家来纽约
[392:15] 在纽约我现在
[392:16] 以前我会参加一个电影节
[392:18] 就是纽约电影节
[392:19] 会有很多这些电影可以看
[392:21] 现在我会参加两个
[392:23] 第二个是 wrong way
[392:25] 每年举办的AI电影节
[392:28] 然后我觉得也很酷
[392:30] 也很有趣
[392:31] 然后要推荐的话
[392:32] 跟我们刚刚说的这些事情
[392:34] 都很相关的一个
[392:36] 今年的得到他们大奖的AI电影
[392:39] 叫做total pixel space
[392:42] 中文可能叫做全像素空间
[392:45] total pixel space
[392:47] 然后对我也不剧透
[392:50] 反正这是一个很有趣的一个AI的短片
[392:54] 然后他其实讲了很多
[392:56] 我们刚刚讲到的
[392:58] 关于世界模型
[392:59] 或者说为什么人的intelligence
[393:01] 不是只是简简单单的
[393:03] 或者说
[393:04] 不是purely general的这种intelligence的
[393:07] 一些argument
[393:08] 我觉得很好玩
[393:10] 我们的每一位嘉宾都会给我们的观众推荐
[393:13] 一个人生之书
[393:15] 就是希望它是真的影响过你
[393:16] 改变过你
[393:17] 你的会是什么呢
[393:18] 书吗
[393:19] 好难啊
[393:20] 你得让我想一想
[393:22] 一本书我猜大家可能
[393:24] 可能都经常推荐
[393:26] 然后但这本书之所以对我的人生改变很大
[393:30] 我觉得不能说对人生改变很大
[393:32] 但是
[393:33] 是我在本科的时候一个群体性的记忆
[393:37] 大家会看这本书叫做记忆币
[393:40] 你有听说吗
[393:42] 就是戈德尔巴赫埃舍尔
[393:45] 中文名叫集义币之大成
[393:48] 里面讲了很多关于哲学
[393:53] 关于数理逻辑
[393:55] 然后以及这三个人
[393:57] 戈德尔巴赫跟埃舍尔
[394:00] 一个数理学家
[394:03] 一个音乐家
[394:06] 然后有作曲家
[394:08] 然后以及一个画家
[394:12] 他们之间是怎么样能够
[394:15] 他们到底有哪些哲学的共同点
[394:19] 可以这么说
[394:21] 然后这件事情很有趣
[394:22] 是因为我们本科的时候
[394:24] 这本书有这么厚
[394:27] 我们组团在学习这本书
[394:29] 这也是我们老师推荐的
[394:31] 所以大家组团学习这本书
[394:33] 然后其实当初大家也看不懂
[394:35] 但是到后面可能越来越觉得
[394:37] 这件事情有点道路
[394:40] 我觉得这本书
[394:43] 我觉得如果没有时间
[394:45] 去仔细看每一页的话
[394:47] 也可以稍微读一个精简版
[394:49] 或者某种summary
[394:51] 它里面有些观点
[394:52] 我觉得非常有意思
[394:54] 然后还有一本书
[394:58] 这个也是可能是本科的时候看的
[395:01] 叫做
[395:03] 《男与摩托车被修》
[395:06] 还是叫《摩托车修理》
[395:08] Zen & Motorcycle Repair
[395:10] 好像叫这个名字
[395:12] 然后这本书也是一个内心求索的过程
[395:16] 它讲的就是一个人骑着摩托车
[395:18] 然后有一个
[395:19] 这样可能又剧透了
[395:21] 有一个想象中的这样一个责任
[395:25] 但其实这个责任就是他自己的投射
[395:28] 我觉得
[395:30] 我看这本书的感觉是
[395:32] 我也其实并没有完全看懂
[395:35] 他到底在说什么
[395:37] 对
[395:38] 但是有些书
[395:40] 有些电影
[395:41] 会把你装满
[395:43] 有些书或者有些电影会把你掏空
[395:46] 我看完这本书的感觉是
[395:49] 它有点把我掏空了的状态
[395:54] 然后让我感觉到了一些
[396:01] 对 这个说起来又虚了
[396:03] 然后反正让我觉到了
[396:06] 让我感受到这个世界里面到底什么重要什么不重要
[396:10] 对于你来说什么重要什么不重要
[396:16] 我不知道
[396:17] 我觉得永远在找这个平衡
[396:19] 我觉得
[396:23] 我觉得人与人之间的
[396:26] 真诚的交流是重要的
[396:28] 也许其他都不重要
[396:30] 但我在某一个时间点上你要问我这个问题
[396:33] 可能我觉得
[396:34] 我会说创业很重要
[396:36] 我会说研究很重要
[396:38] 但归根结底
[396:40] 我还是相信人与人之间的交流这件事情很重要
[396:43] 听起来你想做研究也是为了交流
[396:46] 对 我觉得是
[396:48] 而且我觉得研究本身也是一个更深的连接
[396:55] 这件事情其实我们在融资的过程中还帮到了我们
[396:58] 为什么呀
[397:00] 就有一个投资人很愿意投我们
[397:02] 然后他的原因是
[397:04] 原因是
[397:05] 他认识了一个很强的一个创业者
[397:07] 也是一个研究员
[397:08] 然后他说你们一定要投赛灵
[397:12] 然后我们不管以什么样的方式都要帮到他
[397:14] 但我跟这个人只在开会的时候见过一次
[397:19] 然后后来
[397:21] 后来这个
[397:22] 谁呀
[397:24] 谁呀
[397:25] 这个Robin
[397:26] Robin Ramaha
[397:27] 他是Stability Fusion的一组
[397:32] 是现在Black Forest的CEO
[397:34] 哦
[397:35] 是
[397:36] 是
[397:37] 是
[397:38] 对吧
[397:39] 然后
[397:40] 然后
[397:41] 然后这个我觉得投资人跟我说
[397:42] 其实他之所以会这样
[397:44] 就是
[397:45] 这种信任关系
[397:47] 是建立在你的学术工作之上
[397:50] 这种信任关系
[397:52] 甚至有时候会远超于你真正的personal的这种connection
[397:58] 大家通过你的一篇作品了解你
[398:01] 然后这件事情
[398:03] 会传承下去
[398:05] 你就可以走得很远
[398:06] 你怎么看现在这个Cdance
[398:08] Cdance非常厉害啊
[398:10] Cdance这个真的让我们这个今天的摄制组的朋友也可以来讲一下
[398:15] 我觉得非常非常强
[398:16] 然后我听说他们也是一个很大很大的模型
[398:18] 而且是一个MOE的模型
[398:19] 不知道这个小道消息是否属实
[398:22] 因为在此之前
[398:24] 我知道大家没有人能在这种diffusion model里面把MOE做work
[398:29] 如果他们真的能够做到200个billion的parameter
[398:32] 并且是一个MOE的架构
[398:34] 并且他们能够把这些数据吃进去
[398:37] 我觉得我觉得我觉得非常非常了不起
[398:40] 然后但是所有这些生成模型
[398:44] 90%还是一个data问题
[398:48] 架构不重要
[398:50] 90%或者我再说95%吧
[398:54] 都是一个data的问题
[398:55] 他的data本身就多
[398:57] 他的data本身多但多不够
[399:00] 他们应该做了大量的工作去清理这个
[399:04] 数据
[399:05] 去做captioning
[399:07] 去校对这些数据的分布
[399:11] 他们diversity quality
[399:13] 以及他们和语言的prompt alignment的程度
[399:17] 我相信这里面应该有大量的人参与这个工作
[399:21] 然后做了大量的事情
[399:23] 对
[399:24] 但是一旦你把这些事情做好之后
[399:26] 后续的事情就变得简单很多
[399:29] 但我觉得
[399:31] 我觉得cdance很厉害
[399:33] 我觉得包括sara包括view想要超越
[399:39] 我觉得不一定那么简单
[399:41] 我们的工作室叫语言级世界工作室
[399:44] 当你听到这个名字的时候你在想什么
